citation_key,Year,First author,Category,Title,Mechanism(s),Species,Life stage,Fish size,Thresholds/metrics,Mortality/survival,Sample size (n=),Turbine/structure,Methodology,Hypotheses/assumptions,Outcome summary,Confidence,Notes,Source depth
2019_Martinezc,2019,Martinez,Field,In situ characterization of turbine hydraulic environment to support development of fish-friendly hydropower,Barotrauma/pressure,Cyprinids (general),,89.9 mm,"ratio of pressure change dropped below 0.4; pressure kPa: 99, 101, 126, 365, 1907",12% injury; 95% surviva; 97.0% surviva,,Francis,Sensor Fish; In-situ field assessment,Dose-response,,Mined,,Full-text mined
2019_Pflugrathb,2019,Pflugrath,Field,Over or under Autonomous sensor fish reveals why overshot weirs may be safer than undershot weirs for fish passage,Barotrauma/pressure; Shear,Chinook salmon (O. tshawytscha); Murray cod (M. peelii); Silver perch (B. bidyanus); Golden perch (M. ambigua),Egg; Larva; Juvenile; Adult,89.9 mm,"RPC would be approximately 1.0; pressure kPa: 2.1, 101.4, 125",5% injury; 40% mortali,2; 8; 7; 10,Weir,Sensor Fish,,,Mined,,Full-text mined
2019_Salalila,2019,Salalila,Field,Evaluation of a fish-friendly self-cleaning horizontal,Entrainment/impingement/screen,Chinook salmon (O. tshawytscha); Sockeye/coho (Oncorhynchus),Juvenile,54-78 mm; 85-145 mm,pressure kPa: 1200,100% surviva,,Weir,Sensor Fish,,,Mined,,Full-text mined
2019_Tuononen,2019,Tuononen,Field,Fish Community Interactions with Very Low Head (VLH) Turbine Technology,Entrainment/impingement/screen,Salmonids (general),,17-69 cm; 65-98 cm; 30-50 cm; 18-31 cm; 42-62 cm; 38.3-47.4 cm,,,,Very Low Head (VLH),Telemetry/tagging; Mark-recapture/balloon-net,,,Mined,,Full-text mined
2020_BenAmmar,2020,BenAmmar,Field,Impact of downstream passage through hydropower plants on the physiological and health status of a critically,,European eel (A. anguilla),Adult,720-31.7 mm,strain rate s-1: 1007,20% mortali; 41% mortali; 100% surviva,,Kaplan; Weir,Review/meta-analysis,,,Mined,,Full-text mined
2020_Harrison,2020,Harrison,Field,"A comparison of turbine entrainment rates and seasonal entrainment vulnerability of two sympatric char species,",Entrainment/impingement/screen,Bull trout (S. confluentus); Lake trout (S. namaycush); Salmonids (general),Adult,370-885 mm; 590-992 mm,,100% mortali,10; 71; 18; 33; 39; 52; 47; 21,,Telemetry/tagging,,,Mined,,Full-text mined
2020_Martinez,2020,Martinez,Field,In situ characterization of the biological performance of a Francis turbine retrofitted with a modular guide vane,Barotrauma/pressure,Chinook salmon (O. tshawytscha); Silver perch (B. bidyanus),,,"pressure kPa: 22, 56.6, 57, 74.7, 122, 2238",15% injury; 83% injury; 87% injury,,Francis,Sensor Fish; In-situ field assessment,,,Mined,,Full-text mined
2020_Mueller,2020,Mueller,Field,Assessing turbine passage effects on internal fish injury and delayed mortality using X-ray imaging,Blade strike; Barotrauma/pressure; Shear; Turbulence,Salmonids (general); Cyprinids (general); European eel (A. anguilla); Brown trout (S. trutta),,,,1% injury; 3% injury,137; 171; 594; 107; 205; 93; 80; 136,Pump,Imaging/necropsy/histology,,,Mined,,Full-text mined
2020_Pauwels,2020,Pauwels,Field,"Multi-Species Assessment of Injury, Mortality, and Physical Conditions during Downstream Passage through a Large",Blade strike; Barotrauma/pressure; Shear; Grinding/abrasion/pinch,European eel (A. anguilla),,14 cm,"Multi-species in-situ assessment; large Archimedes hydrodynamic screw (Albert Canal, Belgium)",19% mortali; 37% mortali; 3% mortali; 42% mortali; 30% mortali; 19% injury,1564; 916; 1184; 1028; 124; 1029; 1185,Kaplan; Francis; Archimedean screw,In-situ field assessment,,"Multi-species field assessment of injury, mortality and condition during downstream passage through a large Archimedes hydrodynamic screw.",Verified,,Full-text mined
2020_Reckendorfer,2020,Reckendorfer,Field,Druckverhältnisse in großen Kaplan-Turbinen,Barotrauma/pressure,Silver perch (B. bidyanus); White sturgeon (A. transmontanus); Chinook salmon (O. tshawytscha); Lamprey,Juvenile; Adult,,"pressure kPa: 1, 2, 5, 11, 50, 84",,,Kaplan,,,,Mined,,Full-text mined
2020_Tuononen,2020,Tuononen,Field,Extent of injury and mortality arising from entrainment of fish through a Very Low Head hydropower turbine in,Grinding/abrasion/pinch; Entrainment/impingement/screen,Rainbow trout/steelhead (O. mykiss),Adult,18-114 cm,Flow velocities 4.5-9.3 m/s; only 1.16% of entrained fish (a pike) killed by strike,3.1% mortali; 2% injurie; 75% mortali; 3.45% mortali; 50% mortali,,Very Low Head (VLH),Telemetry/tagging; Mark-recapture/balloon-net,,"A Very Low Head turbine caused minimal injury/mortality (control~treatment), with low post-passage mortality — comparatively fish-safe.",Verified,,Full-text mined
2020_vanKeekan,2020,vanKeekan,Field,Behavioural responses of eel (Anguilla anguilla) approaching a large pumping station with trash rack using an,Entrainment/impingement/screen,European eel (A. anguilla),Adult,,,,27; 10; 217; 106; 141; 118; 42,Pump; Weir,Telemetry/tagging,,,Mined,,Full-text mined
2020_vanKeeken,2020,vanKeeken,Field,Migration of silver eel through three water pumping stations in The Netherlands,Turbulence; Entrainment/impingement/screen,European eel (A. anguilla),,45-50 cm,"strain rate s-1: 1126, 1186, 1007",7% mortali; 0% mortali,,Pump; Weir,Telemetry/tagging,,,Mined,,Full-text mined
2021_Ovidio,2021,Ovidio,Field,Improving bypass performance and passage success of Atlantic salmon smolts at an old fish-hostile hydroelectric power,Entrainment/impingement/screen,Atlantic salmon (Salmo salar); Smolts (unspec.),Smolt,120-163 mm; 121-158 mm; 120-159 mm; 125-150 mm; 123-161 mm; 126-153 mm,,16.5% mortali; 43.5% mortali; 31% mortali; 23.3% mortali,5; 2; 1,Francis,Telemetry/tagging,,,Mined,,Full-text mined
2022_Bercovitz,2022,Bercovitz,Field,Evaluation of fish injuries at the outlet of downstream passage devices - preliminary and lab experiments with,Shear; Grinding/abrasion/pinch,Atlantic salmon (Salmo salar); Smolts (unspec.),Smolt,137-225 mm; 93-128 mm,,100% injury,,,Sensor Fish; In-situ field assessment,,,Mined,,Full-text mined
2022_Mueller,2022,Mueller,Field,Experimental comparison of fish mortality and injuries at innovative and conventional small hydropower plants,Blade strike; Barotrauma/pressure; Shear; Turbulence,European eel (A. anguilla); Salmonids (general); Cyprinids (general); Brown trout (S. trutta),Juvenile,,Conventional Kaplan sites most harmful (<=83% mortality); innovative/fish-friendly types lower,83% mortali; 2% mortali; 22% mortali; 64% injured; 0% mortali; 64% mortali; 19% mortali; 3% mortali; 10% mortali; 4% mortali,,Kaplan; Archimedean screw; Very Low Head (VLH),,,Field comparison: conventional Kaplan plants caused up to ~83% mortality; innovative 'fish-friendly' small-hydropower designs markedly reduced injury/mortality.,Verified,,Full-text mined
2022_Watson,2022,Watson,Field,Juvenile Alewife Passage through a Compact Hydropower Turbine,Blade strike; Barotrauma/pressure; Shear; Turbulence; Entrainment/impingement/screen,Alewife (A. pseudoharengus),Juvenile,87-132 mm,"LRP values between 0.27; LRP of 0.81; pressure kPa: 44.95, 77.0, 101",95% surviva; 95% mortali; 99.5% surviva; 96.7% surviva; 97% surviva,,Propeller/axial; Spillway,Mark-recapture/balloon-net,,,Mined,,Full-text mined
2022_Watsonb,2022,Watson,Field,Safe passage of American Eels through a novel hydropower turbine,Blade strike; Barotrauma/pressure; Shear,American eel (A. rostrata),Juvenile; Adult,33.9-50.7 cm; 46.5-65.5 cm; 33.9-65.5 cm; 55.6 cm,"pressure kPa: 81, 132",100% surviva; 4.9% mortali,,Kaplan; Francis,Imaging/necropsy/histology,,,Mined,,Full-text mined
2023_Harnish,2023,Harnish,Field,Factors affecting powerhouse passage of spring migrant smolts at federally operated hydroelectric dams of the Snake,,Chinook salmon (O. tshawytscha); Rainbow trout/steelhead (O. mykiss); Smolts (unspec.),Smolt; Adult,147 mm,,,,Kaplan; Weir; Spillway,Telemetry/tagging,,,Mined,,Full-text mined
2023_Knott,2023,Knott,Field,Ecological assessment of the world's first shaft hydropower plant,Barotrauma/pressure,Brown trout (S. trutta); European eel (A. anguilla); Bullhead (Cottus gobio),,10-13 cm,"RPC <0.7; pressure kPa: 12.2, 65.9, 74.6, 86.5, 124.0, 377",44% mortali; 12% mortali; 5% survivi; 5% injury; 1% mortali; 8% mortali; 50% mortali; 64% mortali,2950; 816; 150; 264; 198; 105; 222; 58,Kaplan; Shaft hydropower,,,,Mined,,Full-text mined
2023_Pedron,2023,Pedron,Field,Fish injuries resulting from transient operating conditions in a Brazilian hydropower plant,Barotrauma/pressure,Pimelodus maculatus,,,"strain rate s-1: 1186, 1016, 1007",,43; 10; 16; 22; 5; 30; 23; 24,Francis,Imaging/necropsy/histology,,,Mined,,Full-text mined
2024_Romero-Gomez,2024,Romero-Gomez,Field,Sensor Fish Deployments at the Xayaburi Hydropower Plant Measurements and Simulations,,,,,,,,,Sensor Fish,,,Mined,,Low text only
2025_Rodger,2025,Rodger,Field,Downstream Migration Success of Atlantic Salmon Smolts in a River Catchment Highly Fragmented by Hydroelectric,,Atlantic salmon (Salmo salar); Smolts (unspec.),Juvenile; Smolt,152.7-14.6 mm,,13% mortali,25; 5,Weir,Telemetry/tagging,,,Mined,,Full-text mined
2025_Salalila,2025,Salalila,Field,Autonomous sensor suite for evaluating fish-turbine interactions and environmental impacts in marine renewable,Barotrauma/pressure; Shear; Turbulence,,Juvenile,,"pressure kPa: 140, 552; strain rate s-1: 4000",,,Tidal,Sensor Fish; In-situ field assessment,,,Mined,,Full-text mined
2025_Zillig,2025,Zillig,Field,Comparison of juvenile white sturgeon blade strike survival through a conventional and a novel hydropower turbine,Blade strike,White sturgeon (A. transmontanus),Juvenile,15-20 mm; 129-199 mm; 156-12 mm; 132-182 mm; 161-11 mm; 130-188 mm,"Conventional vs novel (thick, slanted) runner; survival at passage and 48 h",100% surviva; 99.1% surviva; 84.7% surviva; 54% injury; 99.4% surviva; 99.7% surviva; 80% surviva; 50% survivi; 42% surviva; 97.4% mortali,,Francis,,,"Juvenile white sturgeon had higher blade-strike survival through a novel fish-friendly runner (thick, slanted blades) than a conventional runner.",Verified,,Full-text mined
2002_Scheibe,2002,Scheibe,Numerical,Fish individual-based numerical simulator (FINS) a particle-based model of juvenile salmonid movement and,Gas supersaturation/GBT,Salmonids (general),Juvenile,,,,,Spillway,CFD/numerical; Telemetry/tagging,,,Mined,,Full-text mined
2004_Ploskey,2004,Ploskey,Numerical,Comparison of blade-strike modeling results with empirical data,Blade strike,Smolts (unspec.); Salmonids (general),,,,43% injury; 3% surviva; 0.7% injured; 3% mortali; 8% mortali; 4% surviva,,Kaplan; Francis,CFD/numerical,,,Mined,,Full-text mined
2005_Dengb,2005,Deng,Numerical,Evaluation of blade strike models for estimating the biological peformance of large kaplan hydro turbines,Blade strike,Smolts (unspec.),Juvenile; Smolt,100 mm,,,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2006_Dresser,2006,Dresser,Numerical,Wanapum Dam Advanced Hydro Turbine Upgrade Project Part 2 - Evaluation of Fish Passage Test Results Using,Turbulence,American shad (A. sapidissima),Smolt,,,,,,CFD/numerical,,,Mined,,Full-text mined
2007_Dengb,2007,Deng,Numerical,Evaluation of blade-strike models for estimating the biological performance of Kaplan turbines,Blade strike,Rainbow trout/steelhead (O. mykiss),Juvenile,56-102 mm; 19-172 mm; 19.05-172.21 mm; 100 mm,,,,Kaplan,CFD/numerical; Telemetry/tagging,,,Mined,,Full-text mined
2008_Ferguson,2008,Ferguson,Numerical,Combining turbine blade-strike and life cycle models to assess mitigation strategies for fish passing dams,Blade strike,Atlantic salmon (Salmo salar); Brown trout (S. trutta),Juvenile; Adult,152 mm; 212 mm,,22% mortali; 100% surviva; 6.8% mortali; 28% mortali; 8.6% mortali; 90% survive; 25% mortali,40; 9057; 32; 90,,CFD/numerical,,,Mined,,Full-text mined
2011_Yang,2011,Yang,Numerical,An optimization method on runner blades in bulb turbine based on CFD analysis,Turbulence,,,,strain rate s-1: 1007,,,Bulb,CFD/numerical,,,Mined,,Full-text mined
2012_Guenette,2012,Guenette,Numerical,Numerical prediction of a bulb turbine performance hill chart through RANS simulations,Cavitation,,,,,,,Bulb,CFD/numerical,,,Mined,,Full-text mined
2012_Normandeau,2012,Normandeau,Numerical,American shad passage study,,American shad (A. sapidissima),Larva; Juvenile; Adult,,,,,Pumped storage,CFD/numerical,,,Mined,,Full-text mined
2012_Romero-Gomez,2012,Romero-Gomez,Numerical,Quantifying the Effect of Kaplan-Type Runner Blade Gaps on Fish-related Flow Conditions,Blade strike; Shear; Grinding/abrasion/pinch,Salmonids (general),Juvenile,,"pressure kPa: 20.5, 50, 79.5, 100, 320",,,Kaplan; Francis,CFD/numerical,Mechanistic threshold model,,Mined,,Full-text mined
2012_Wu,2012,Wu,Numerical,Numerical prediction and similarity study of pressure fluctuation in a prototype Kaplan turbine and the model turbine,Turbulence,,,,,,107,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2012_vanEsch,2012,vanEsch,Numerical,Fish injury and mortality during passage through pumping stations,Blade strike; Barotrauma/pressure; Shear; Cavitation,,,,pressure kPa: 17,25% mortali; 2% mortali; 20% mortali,,Pump; Archimedean screw,CFD/numerical,,,Mined,,Full-text mined
2013_Richmond,2013,Richmond,Numerical,Simulating Collisions for Hydrokinetic Turbines,Blade strike,White sturgeon (A. transmontanus); Salmonids (general),,115-235 mm; 388-710 mm; 100-760 mm; 10-150 mm; 40.6 cm,,96% surviva; 99% surviva,,Propeller/axial; Hydrokinetic/MHK,CFD/numerical,,,Mined,,Full-text mined
2014_Richmond,2014,Richmond,Numerical,Computational tools to assess turbine biological performance,Cavitation,Salmonids (general),Juvenile; Yearling/sub-adult; Adult,,,1% mortali,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2014_Richmondb,2014,Richmond,Numerical,Fish passage through hydropower turbines Simulating blade strike using the discrete element method,Blade strike; Barotrauma/pressure,,,,,,,Kaplan; Spillway,Sensor Fish; CFD/numerical; In-situ field assessment,,,Mined,,Full-text mined
2014_Richmondc,2014,Richmond,Numerical,Quantifying barotrauma risk to juvenile fish during hydro-turbine passage,Barotrauma/pressure,Chinook salmon (O. tshawytscha),Juvenile,100 mm,"pressure kPa: 4.8, 101, 3447, 3930, 4100",0.3% injury; 2% mortali; 96% surviva,,Kaplan; Spillway,CFD/numerical; Telemetry/tagging,,,Mined,,Full-text mined
2014_Romero-Gomez,2014,Romero-Gomez,Numerical,Simulating blade-strike on fish passing through marine hydrokinetic turbines,Blade strike; Turbulence,White sturgeon (A. transmontanus); Salmonids (general),,100-760 mm; 104 cm; 40.6 cm,,99% surviva; 4% mortali,,Hydrokinetic/MHK,CFD/numerical,,,Mined,,Full-text mined
2014_vanEsch,2014,vanEsch,Numerical,Validation of a model to predict fish passage mortality in pumping stations,Blade strike,Cyprinids (general),,14 cm; 45 cm,"strain rate s-1: 517, 852, 1008, 500",10% mortali; 100% surviva; 90% mortali; 30% mortali,,Pump,CFD/numerical,,,Mined,,Full-text mined
2015_Richmond,2015,Richmond,Numerical,Comparative Study of Barotrauma Risk during Fish Passage through Kaplan Turbines,Blade strike; Barotrauma/pressure; Shear; Turbulence,Salmonids (general),Juvenile,90 mm,CFD nadir-pressure distributions -> probability of mortal injury vs acclimation depth; validated vs field nadir,,,Kaplan,Sensor Fish; CFD/numerical,,"CFD method predicts barotrauma (nadir-pressure) risk for juvenile Chinook across Kaplan designs and acclimation depths, reproducing field nadir distributions.",Verified,,Full-text mined
2015_Xiao,2015,Xiao,Numerical,Movement characteristics offish in a jetfish pump,Cavitation,,,,"pressure kPa: 10, 10.1, 30, 77.90, 127.21, 138.26",,,Pump,CFD/numerical,,,Mined,,Full-text mined
2016_Long,2016,Long,Numerical,Impact of the internal flow in a jet fish pump on the fish,Shear; Cavitation,,,126.3 mm,"pressure kPa: 3.17, 10.1, 23.33, 100",0.34% injury,4,Pump,CFD/numerical,,,Mined,,Full-text mined
2018_Hou,2018,Hou,Numerical,A Hydropower Biological Evaluation Toolset (HBET) for Characterizing Hydraulic Conditions and Impacts of,Shear; Turbulence,Chinook salmon (O. tshawytscha); Silver perch (B. bidyanus); Murray cod (M. peelii); Gudgeon (Gobio gobio),Smolt; Yearling/sub-adult,89.9 mm,LRP can be calculated using Equation (1; pressure kPa: 56.1,,,Spillway,CFD/numerical; Sensor Fish,,,Mined,,Full-text mined
2019_Benigni,2019,Benigni,Numerical,Downstream Fish migration in a Kaplan turbine - Numerical Simulation and Experimental Verification,Shear; Turbulence; Entrainment/impingement/screen,,,,,,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2019_Klopries,2019,Klopries,Numerical,Mortality assessment for adult European eels (Anguilla Anguilla) during turbine passage using CFD modelling,Barotrauma/pressure; Shear,Atlantic salmon (Salmo salar); European eel (A. anguilla),Adult,,"pressure kPa: 10, 13.8, 40, 80, 101, 120; strain rate s-1: 1007, 3390",22% mortali; 0% mortali; 18% mortali; 0.3% mortali; 7% mortali; 1% mortali,,Kaplan; Bulb,CFD/numerical,,,Mined,,Full-text mined
2019_Müller,2019,Müller,Numerical,Numerical analysis of the compromise between power output and fish-friendliness in a vortex power plant,,,,15-36 cm,,,,Weir; Vortex,CFD/numerical,,,Mined,,Full-text mined
2019_Romero-Gomez,2019,Romero-Gomez,Numerical,Particle-based evaluations of fish-friendliness in Kaplan turbine,Turbulence,,,,,,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2019_Serkowski,2019,Serkowski,Numerical,Nadir Pressure Exposure Estimates at the McNeary Dam,Barotrauma/pressure,Salmonids (general),,,,,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2019_Xu,2019,Xu,Numerical,Impact of fish locomotion on the internal flow in a jet fish pump,Shear; Cavitation,,,,"pressure kPa: 6, 15",,,Pump,CFD/numerical,,,Mined,,Full-text mined
2020_Benigni,2020,Benigni,Numerical,Downstream II,Barotrauma/pressure; Shear; Cavitation; Turbulence,,Adult,,,,,Kaplan,CFD/numerical; In-situ field assessment,,,Mined,,Full-text mined
2020_Pflugrathc,2020,Pflugrath,Numerical,Biological Response Models,Blade strike; Barotrauma/pressure; Shear,Rainbow trout/steelhead (O. mykiss); Lamprey; Chinook salmon (O. tshawytscha); American shad (A. sapidissima),,26-76 mm; 10.1-14.9 cm; 20.1-31.6 cm; 10-25 mm,"RPC), at which LD50; ratio of pressure change (RPC), at which LD50; pressure kPa: 101, 700",5% mortali; 96% surviva; 100% mortali; 50% mortali; 0% mortali,,,CFD/numerical,Mechanistic threshold model,,Mined,,Full-text mined
2020_Xu,2020,Xu,Numerical,Impact of pressure gradients on fish scales in a jet fish pump,Barotrauma/pressure; Shear; Cavitation,,,,"pressure kPa: 270, 800; strain rate s-1: 1007",,,Pump,CFD/numerical,,,Mined,,Full-text mined
2022_Huang,2022,Huang,Numerical,FSI simulation of dynamics of fish passing through a tubular turbine,Barotrauma/pressure; Shear; Cavitation,White sturgeon (A. transmontanus),,,"pressure kPa: 10, 15, 47, 50, 113; strain rate s-1: 1007",,,,CFD/numerical,,,Mined,,Full-text mined
2022_Pan,2022,Pan,Numerical,"Analysis, Design, and Validation of a Vaned Diffuser for Improved Fish Friendliness",Blade strike; Barotrauma/pressure; Shear; Cavitation,Cyprinids (general),,,,0% mortali,,Pump,CFD/numerical,,,Mined,,Full-text mined
2022_Panb,2022,Pan,Numerical,Fish damage assessment during the passage through traditional and fish-friendly axial-flow pumps with Lagrangian,Blade strike; Shear,European eel (A. anguilla),,150 mm,pressure kPa: 50; strain rate s-1: 500,35% surviva,,Propeller/axial; Pump,CFD/numerical,,,Mined,,Full-text mined
2022_Romero-Gomez,2022,Romero-Gomez,Numerical,Evaluation of fish-related properties of Kaplan turbines at the design phase simulation-based outcomes vs.,Cavitation,,,,,,,Kaplan; Propeller/axial,Sensor Fish; CFD/numerical,,,Mined,,Full-text mined
2022_Romero-Gomezb,2022,Romero-Gomez,Numerical,Numerical investigation of inertial sphere impaction on a cylinder in subcritical flow-2,Turbulence,,,,,,,Francis; Hydrokinetic/MHK,CFD/numerical,,,Mined,,Full-text mined
2022_Romero-Gomezc,2022,Romero-Gomez,Numerical,The bio-hill chart of a Kaplan turbine,Barotrauma/pressure,Salmonids (general),Juvenile,10.5 cm; 70 cm,"pressure kPa: 36, 41, 89, 106, 118, 130",3.1% surviva,,Kaplan,CFD/numerical,,,Mined,,Full-text mined
2022_Yang,2022,Yang,Numerical,Effects of operating condition on fish behavior and fish injury in an axial pump,Blade strike; Shear,,Juvenile,,"pressure kPa: 19, 20; strain rate s-1: 1007",,,Pump,CFD/numerical,,,Mined,,Full-text mined
2022_Zhu,2022,Zhu,Numerical,Analysis and reduction of the pressure and shear damage probability of fish in a Francis turbine,Shear,Crucian carp (Carassius),,,"pressure kPa: 50.66; strain rate s-1: 495, 500",,,Francis,CFD/numerical; Review/meta-analysis,,,Mined,,Full-text mined
2023_David,2023,David,Numerical,Numerical simulation of a waterfall in a downstream basin,Entrainment/impingement/screen,Smolts (unspec.),Smolt,,,3% injurie,,Kaplan; Pump; Weir,CFD/numerical,,,Mined,,Full-text mined
2023_Tomanova,2023,Tomanova,Numerical,Updated mortality estimation formulae for salmonids passing Francis turbines,,Salmonids (general),,345 mm,"Updated Francis-turbine mortality formula from 73 in-situ tests (peripheral speed, diameter, fish size); r=0.89",100% mortali,,Francis,CFD/numerical; In-situ field assessment,,"Updated/validated predictive formulae for salmonid mortality in Francis turbines, r=0.89 vs observed.",Verified,,Full-text mined
2023_Yang,2023,Yang,Numerical,Fish damage due to tubular turbine Experiments and CFD simulations,Barotrauma/pressure; Shear,Crucian carp (Carassius),,50-90 mm; 15 mm,"pressure kPa: 3, 15; strain rate s-1: 500",11.02% injury; 70% injurie,,Francis; Propeller/axial; Pump; Spillway; Tidal,CFD/numerical,Mechanistic threshold model,,Mined,,Full-text mined
2024_Hamel,2024,Hamel,Numerical,PhD Estimating Fish Mortality in a Hydroelectric Turbine using Computational,,Atlantic salmon (Salmo salar); Rainbow trout/steelhead (O. mykiss); American shad (A. sapidissima); Chinook salmon (O. tshawytscha),,,,,,Kaplan,Sensor Fish; CFD/numerical,,,Mined,,Full-text mined
2024_Kaminski,2024,Kaminski,Numerical,Computational fluid dynamics simulation of passive downstream fish passage over a weir with OpenFOAM,Barotrauma/pressure; Shear,,,32 cm,,,,Francis; Weir,CFD/numerical,,,Mined,,Full-text mined
2024_Romero-Gomezb,2024,Romero-Gomez,Numerical,Feasibility study for test rig assessments of fish,Blade strike; Barotrauma/pressure,Chinook salmon (O. tshawytscha); European eel (A. anguilla),,,"pressure kPa: 0.77, 1200",,,Kaplan,CFD/numerical; Sensor Fish; In-situ field assessment,,,Mined,,Full-text mined
2025_Huang,2025,Huang,Numerical,Velocity- and pressure-based metrics for estimating strike injuries during fish passage through hydro turbines,Blade strike; Entrainment/impingement/screen,Chinook salmon (O. tshawytscha),,,,95% surviva; 100% surviva; 95% survive; 3% surviva,0; 1,Kaplan,CFD/numerical; Sensor Fish; In-situ field assessment,Dose-response; Mechanistic threshold model,,Mined,,Full-text mined
2025_Kan,2025,Kan,Numerical,Fish-friendly optimization of low-head axial-flow turbines,Shear,,,,"pressure kPa: 50, 109, 550.3; strain rate s-1: 180",7% mortali,,Propeller/axial; Pumped storage,CFD/numerical,,,Mined,,Full-text mined
2026_Pan,2026,Pan,Numerical,A novel fish-friendly-twisted blade towards low-head pumped hydro storage assessment of flow distortion-induced,Blade strike,,,193.8 mm; 200 mm,strain rate s-1: 52,,,Pump; Pumped storage,CFD/numerical,,,Mined,,Full-text mined
200X_Kemper,200X,Kemper,Guidelines,VisAdvies protocol for testing and evaluating pumping station pumps on fish survivability,,Cyprinids (general),,,,,,Pump,Sensor Fish; In-situ field assessment,,,Mined,,Full-text mined
2014_Boys,2014,Boys,Guidelines,Downstream fish passage criteria for hydropower and irrigation infrastructure in the Murray–Darling Basin,Barotrauma/pressure,Silver perch (B. bidyanus); Murray cod (M. peelii); Golden perch (M. ambigua),Egg,,"RPC of ~0.1; ratio of pressure changes (RPC, E/A) threshol; RPC of 0.3; RPC tested was ~0.1; pressure kPa: 10, 101",10% mortali; 75% mortali; 40% mortali; 100% mortali,517,,,,,Mined,,Full-text mined
2015_FFS,2015,FFS,Guidelines,Arbeitshilfe zur standörtlichen Evaluierung,,,,,,,,,,,,Mined,,Full-text mined
2016_LUBW,2016,LUBW,Guidelines,Handreichung Fischschutz und Fischabstieg an Wasserkraftanlagen,,,,,,,,,,,,Mined,,Full-text mined
2018_NEN,2018,NEN,Guidelines,Draft NEN 8775 fish safety of pumps screws and pressure turbines (Dutch),,,,,,,,Pump; Archimedean screw,,,,Mined,,Full-text mined
2019_Alves,2019,Alves,Guidelines,Protocol for the assessment of mortality and injuries in fish larvae associated with their downstream passage,,,Egg; Larva,,strain rate s-1: 1007,10% injured,,Spillway,In-situ field assessment,,,Mined,,Full-text mined
2019_BNT,2019,BNT,Guidelines,Fischschutz und Fischabstieg in Österreich - Endberict,,,,,,3% mortali; 8% mortali; 23% mortali; 4% mortali; 75% mortali,,,,,,Mined,,Full-text mined
2019_Wagner,2019,Wagner,Guidelines,Evaluierung von Fischschutz und Fischabstiegsmaßnahmen,,,,10-15 cm,,,27; 2203,,,,,Mined,,Full-text mined
2020_NEN,2020,NEN,Guidelines,NEN 8775 fish safety standard (EN),,European eel (A. anguilla); Cyprinids (general); Smolts (unspec.),,100 cm,,,,Pump; Archimedean screw,,,,Mined,,Full-text mined
2020_Wolter,2020,Wolter,Guidelines,Fachplanerische Bewertung der Mortalitaet von Fischen an Wasserkraftanlagen (BfN-Skripten 561),,,,,strain rate s-1: 9217,,,,,,,Mined,,Full-text mined
2022_NLWKN,2022,NLWKN,Guidelines,Leitfaden zur Verwendung fischschonender Pumpen,,,,,,20% mortali,,Propeller/axial; Archimedean screw,,,,Mined,,Full-text mined
2023_EU,2023,EU,Guidelines,Implementation of Council Regulation on European eel recovery - amendments,,European eel (A. anguilla),,,,,,,,,,Mined,,Full-text mined
2024_Canada,2024,Canada,Guidelines,Risk to fish from very low head turbine installations,Barotrauma/pressure; Cavitation; Turbulence; Grinding/abrasion/pinch; Entrainment/impingement/screen,Chinook salmon (O. tshawytscha); Lamprey; Rainbow trout/steelhead (O. mykiss),,,"RPC was 1.17; RPC of 2.5; RPC 1.2; pressure kPa: 10, 86.3, 94, 101.3, 160.2",1.16% mortali; 30% mortali; 2.6% mortali; 18% mortali; 29% mortali; 95% mortali; 90% surviva; 3.45% mortali; 406% injury; 283% mortali,5; 3,Weir; Very Low Head (VLH),,,,Mined,,Full-text mined
